offering_id,user_id,overall,value,service,location,rooms,cleanliness,sleep_quality,review_text,sentiment,limpeza,atendimento,localização,alimentação,preço,conforto,wifi,instalações,priority
243759,C8C4DF90DD80B12AF65F7ECF5D51CAD3,1.0,1.0,,2.0,,,,"“questionable business practices” I booked this motel through the Motel 6 website - where it stated ""credit card required to guarantee for late arrival"" or something similar. So I trusted this motel with my credit card information, and I trusted the website. I left a note that I would be arriving late and even stated ""after 10PM"". My flight was late, and I arrived after midnight. The clerk was rude and nasty and had sold my room to someone else for a higher rate. She barked ""you were supposed to be here at 10 o-clock, and I've charged your credit card"". She growled there was nothing she could do for me, and I would have to come back and speak with the manager in the morning. First of all, I can understand that the credit card is required in case I don't show up, so they don't lose money, but this motel is running a scam and making twice the money off the room - by re-selling rooms at higher rates to drop-ins, and refusing to refund money to those who reserved and showed up. Second, why would I want to waste my time speaking with a manager who authorizes his staff to conduct those types of business practices. I'm travelling, I don't have time to waste running around over $60. Also - she gave me a printout of the charges, but they don't actually supply any phone numbers or names to that particular hotel, so you can't call them anyway unless you go to a lot of trouble. The invoice did state the motel was ""independently owned"" - so I don't think this is standard practice for Motel 6, but beware of this motel. In the end, I called the Motel 6 company complaints line, and eventually got my credit card refunded - and the company was very helpful and did not question this as it is obviously dishonest. Although I was able to get my money back, I think it is important to know the potential problems you may face with this hotel. In summary - this motel tried to rip me off, were not helpful and have the most unprofessional staff I have encountered.",negativo,0,1,0,1,1,0,0,0,alta
99388,9B70E8A38A7B1DF459F4B676FFC4AFA6,2.0,3.0,2.0,3.0,2.0,4.0,3.0,"“This hotel certainly does not add any pleasure to your trip” I stayed for three nights. Positives: - OK location with Subway three blocks away and nice Indian restaurants in the neighborhood. - Free Wireless - Price OK Negatives: - Skip the breakfast, loveless buffet - Small room - Reception desk service OK but again: lacking the extra bit of effort. - No nice lobby to wait - No doorman for taxi service - Incredibly slow elevator",negativo,0,1,1,1,1,1,0,1,alta
223022,6900F892B7C42CEABB83C4E8C7589428,2.0,2.0,1.0,4.0,3.0,3.0,3.0,"“lots of improvements, but poorly managed” I have stayed here off and on over 10 years and they have complied with Holiday Inns' directives to upgrade the property to minimal levels with new carpets and TV's and such. They have some helpful people at the front desk, but when there is a problem the managers don't follow up. My last visit was a repeat of a recurring problem with TV cable not working and it stayed out for most channels for the three nights i was there. Every morning i asked if it would be fixed and if not, i was going to check into a different hotel and they said it would be fixed that day and it was not. Never heard a word from the managers and no reply to my request for an adjustment in the cost of a very expensive room.",negativo,0,1,0,0,1,0,0,0,alta
98997,F482BFC5A305CE02C30B952501A3574B,1.0,2.0,1.0,,3.0,3.0,,"“Bad Bad Bad” Room was ok as was the price, but the hotel is REALLY noisy. On our second night the entire 2nd floor was booked for a birthday party and the music floated up the elevator shaft. I thought the music was from across the hall and it was actually 8 floors down. I complained 4 times and the front desk said they couldn't do anything about it because catering had booked the party and they didn't have authority to shut it down (HUH????). I couldn't leave or switch rooms because my 2 kids were fast asleep in an adjoining room. Better me on no sleep than them. The next morning I recieved a 75% refund which appealed to the cheap side of me. I felt sorry for the others who had reserved (and paid from on-line sites)- they couldn't get a refund from the hotel. I would NEVER stay again - a VERY unsafe location - would book something in Galleria.",negativo,0,1,1,0,1,1,0,1,alta
107826,0E3B78E22E0C45975496FC4454265BCE,1.0,1.0,1.0,1.0,1.0,2.0,,"“Awful- old rooms, highway noise, nothing around” Awful- old roooms with old carpet and lots of highway noise in basically all rooms. Everything old and front desk tried to act like nice property and what could you possibly complain about. Well-alot! I was there for business but would stay somewhere else and drive to meeting the next time!",negativo,0,1,0,0,0,1,0,0,alta
96715,9D66301DEE866F07850F6188DAC61F11,2.0,4.0,3.0,3.0,4.0,2.0,,"“bargain basement lodging” I spent one night here in November. The check-in host was dressed as a maintenance man (which I assume he was), the toilet seat would not stay up (not an issue for women) because the fixture was installed too close to a ledge/lip that could not be moved, and I found a hair in my sink first thing! Things got better, however. The room was comfortable, it was relatively modern, and the towels and soap/shampoo were there, although sparse. (nothing but soap and shampoo) There was plenty of free parking (not available in center city). I did not try the continental breakfast since I had a breakfast meeting elsewhere, but several men were seated in the eating area and appeared satisfied. I hope I can afford a better place, next time, but this place will do if necessary.",negativo,1,1,1,1,0,1,0,1,alta
84253,33D2536B28B4846F72BF166FF671BFAB,2.0,2.0,3.0,4.0,2.0,1.0,1.0,"“This hotel is epitome of a stereotype airport hotel” This hotel showed a listing of 3.5 stars on Hotwire.com, but the dirty, discusting room should result in a 2 star rating. It was really a dirty room with hair in the bathroom, soiled carpet not worthy of nice slippers (lol) let alone bare feet. There are other hotels in the area, some I have reviewed, that will give you a better room. I would pick the Marriott, Hilton, Westin or a couple other ones before this place. The best part was the airport shuttle that got me off property in the morning.",negativo,1,0,1,1,1,0,0,1,alta
93507,57BDE9A6EB8ACAF5A7624D6D8A7AEBD2,2.0,1.0,4.0,,4.0,4.0,,"“over the top!” I stayed for 2 nights. The one good thing is that the staff is genuinely nice, esp. given the total chaos, noise, long lines, etc. The rooms are fairly big for NYC, but generic. The bad: the elevators are extremely sloooowww! I waited 8 minutes at one point for an elevator to go two floors. Apparently, they are installing new ones, but in the meantime, it's a real problem. The hotel itself was not for me: too big, too many people, too loud, too chaotic. A constant din in the hallways! Many, many tourists, and you have to wait for everything. Good if you like feeling in the center of everthing, esp. if you like being right in Times Square. Otherwise, I'd go elsewhere, esp. for the $$.",negativo,0,1,0,0,1,1,0,1,alta
87617,9C98D58BF7E33F7FD47BC463AF7F0B4B,1.0,1.0,3.0,3.0,,1.0,,"“Don't waste your money on this hotel!” I find it hard to believe that anyone would give this hotel a good review. Hyatt should remove their name from this hotel because I will no longer stay in any Hyatt after this experience. When you walk into the hotel ""lobby"" you feel more like you are walking into an extremely busy shopping mall. People are packed in there like sardines. We got the impression that this was more of a hangout for locals rather than a hotel for guests only. The check-in desk is hard to find as it is no where near the hotel entry. Instead, it is located upstairs where even more people are hanging out. The check-in clerk was very friendly and helpful. Unfortunately, we had trouble hearing her due to the noise of the crowd. Our room was borderline clean and the walls were paper thin. We could hear the conversations of the people in the room next door. We were given a room designed for the handicapped which would have been fine except for the fact that the door wouldn't shut when you went in and out. Instead, it stayed open for about 30 seconds and there was no way to force it shut. This was a big security concern for us since at one point we had someone pounding on our door and yelling ""let me in"". Of course we didn't open the door and the person finally realized they had the wrong floor but it did cause us to be very concerned for our safety. The fact that we couldn't shut the door if needed added to our concerns. I will say that I booked our room online but called to confirm and the person I spoke to was extremely helpful. Unfortunately, good customer service cannot overcome the magnitude of the other issues.",negativo,1,1,1,0,1,1,1,1,alta
108066,6C62B19C4DB8C600576B763C68AF0759,2.0,2.0,3.0,,,2.0,3.0,"“A multitude of better options nearby. Okay if you pay half of the going rate.” We were staying at this hotel for one night when we had a late arriving flight and an early appointment nearby. We booked this on Travelocity’s “Top Secret”, which by the way I will NEVER use again, poor customer service and inflated ratings compared to Hotwire and Priceline. I am a frequent traveler, and rarely use opaque, but for a quick crash stay like this it seemed appropriate. Their front desk at least over the phone leaves a lot to be desired, when we called to request a King Non Smoking room ahead of time they were not very helpful and one person even said “you are in a special type of room which is just double beds, I will not be able to make a notation” – what a joke, as the place was nearly empty! On the phone the front desk staff was disinterested and bordered on rude. After several calls back I finally gave up and had to call the Priority Club Platinum desk to get the request notated. (I am Platinum with Priority Club) I absolutely know requests cannot be promised, especially on these opaque reservations, but at least say “we will try”! To their credit, In the end though, they did have us in a king nonsmoking room in the good part of the hotel when we arrived so all was good. My wife called and seemed to get a pleasant response but nothing to encouraging. Also, Travelocity called this a non-smoking property which is an out and out false statement. I had to argue with them on the phone for 30 minutes and they finally got the hotel to guarantee a non-smoking room. Also there is NO way I would call this a 3.5 star…maybe a 2.5. The night audit clerk who checked us in was friendly and accommodating, as was the clerk in the AM who checked us out. We arrived around midnight Tuesday evening and departed at 7:30 am on Wednesday morning...so as you can tell this was a short visit. Check in went fast and there was no mention of Travelocity other than the fact that the room was fully prepaid. The hotel lobby appears to be pretty well kept and is inviting but you can tell that this is a very old hotel with a fresh coat of decorating. The hotel is right on the freeway but we did not experience any excessive traffic noise. There is a restaurant off the lobby of the hotel, and they have a decent looking outdoor pool. As a cautionary note, they seem to have an older “motel style” section as well as the main tower. Our room was a nice King room, but nothing impressive. The room faced the freeway, but noise was not really a problem. The room had a nice sized work desk and TV. The closet and bathroom is space tiny. Though the hotel has been remodeled, but it was like putting a fresh coat of paint over the messed up walls and such….nothing impressive. And to think, they put us in the “good rooms”! Though there is nothing they can do about the tiny bathroom space, they sure could have remodeled better. Towels were fluffy and comfortable. The climate control system worked well, and the blower can be set to on for white noise while still using the air conditioning, though it did groan and squeak a bit. The bed and pillows were comfortable. The room has a medium sized Flat Panel HDTV and a reasonable selection of channels. The rooms are quiet and dark at night. I am unsure of their business center, but wifi was free. We did not check out their fitness center. We did not try the restaurant or bar, as we ate off site. The inside relatively clean but the outdated walls and fixtures make it feel old. If you can get this hotel for about half of the going rate and only need one night….I would say it’s fine, but I would not be happy staying here longer. For their regular prices I would never choose to stay here. They really need a god polish to live up to the other Crowne Plazas I have stayed at elsewhere in the world. Also, they really need to improve their customer service on the phone line. As a local resident I would not recommend this hotel to any friends or business associates coming in. Nothing horrible, but nothing to write home about either. There are a multitude better options nearby, but given the rate we paid we were...okay, not happy but okay.",negativo,1,1,1,1,1,1,1,1,alta
83040,CDCC29F4DBA9B37DC52B66A2F1A50BB5,2.0,2.0,2.0,4.0,2.0,3.0,3.0,"“Nauseating Smell and Weirdly Furnished” We checked in today, so I admit this review is premature. However, first impressions are important so I will post this now and amend as necessary. First, the good news. We had paid for the upgrade to a “fireplace suite”, and our requests for a high floor and upgraded kitchen were met. Sadly, our view was of a dirty roof and the refinery. Our upgraded kitchen was a bar sink, a microwave, and a mini-fridge. No plates or utensils, although I am sure the folks at the Residence Inn I can see out my window have some they might share. The weird thing- the kitchen has a nice wooden floor big enough to dance in but has no table of any kind. The overhead chandelier suggests there once was a table, but not now. There is a formica-covered coffee table in between two odd chairs, but no couch or loveseat as featured in other TA pictures. The chairs are very odd with arms as high as your armpits, (and we are very tall people) and exceedingly uncomfortable with saggy cushions. Bedroom is tiny, but fine. Bathroom is also fine, nothing fancy but adequate. The walk-in closet is nice, but having enough drawers to accommodate clothes for our 4-night stay would have been better. We will live out of our suitcases this trip. The “complementary cocktail hour” is in a really nice basement location. The furniture is the only amenity. Coors and Bud on tap, and the guy fills up a pitcher so that is half foam, dumps half the pitcher, and then pours you a glass of really, really warm beer into a really, really warm glass. Ugh. No snacks of any kind, but there is a guy making the rounds hawking overpriced appetizers. Really? Not even popcorn or pretzels? Makes the Embassy Suites down the road seem more like the Ritz (we have stayed at both those hotels, so the comparison is not just random). HOWEVER, the real problem is the pervasive, foul odor that permeates the hotel. From the moment you walk in it overwhelms you. It smells like a combination of dirty diaper, bratwurst, cumin, and damp mustiness. The worst part is that the windows are caulked shut, so you are stuck with this foul air. The smell is, frankly, nauseating. This single reason is why we won’t return. We could live with the other odd things, but have never encountered a hotel that actually smelled bad enough to take away your appetite.",negativo,1,0,1,1,1,1,0,0,alta
87613,662758F9E67C53CAE5FF4CB17C68B58D,1.0,2.0,3.0,4.0,2.0,1.0,2.0,"“Never again THIS Howard Johnson” I thought I might be in trouble when I saw the uniformed security guard in the office that afternoon. I had wanted a downtown, not terribly expensive, ""decent"", place to stay near the wonderful mass transit system in Chicago. I send very little time in the room so to me decent meant clean, bed, TV, safe. Had bed, had TV, never felt safe, wasn't clean. Walking in room with socks I would STICK to the floor. Safe? Aside from THEM feeling they needed a guard 24/7, the window in the room was opaque, could not look out, did not open. NEVER, NEVER AGAIN. Oh, yes, the location was great, between the Brown and Red lines (two-three blocks in either direction) and not far from the bus line (51? 53?) I could take to my daughter's.",negativo,1,0,1,0,1,1,0,0,alta
214197,3ECC59ACA56D7DA13EED0D1E7F6A5E8C,2.0,2.0,1.0,4.0,2.0,3.0,,"“Not as bad as you`d think - but almost!” We stayed here for 5 nights in September, and having read previous TA reviews was not expecting much. However it was my girlfriends first visit to NYC, so we weren`t planning on spending alot of time in the room. Firstly, the check-in and out queues are as bad as previously suggested. And to store luggage in the lobby before a late flight home was a painful experience. Unlike every other hotel I`ve stayed in I had to PAY for the privilage($4 / bag), queue up AGAIN at check-in to get a luggage tag, then locate the lugage room via an elevator and a creepy walk down in the bowels of the hotel. Also there are no restrooms in the lobby. The staff were generally typical New York, direct and too the point, which is fine, but at least a please and thankyou would have been nice once in a while. The rooms were actually OK. I`d requested a `renovated` room, only to be told they had no such thing - honest at least! However the room was very clean, the TV worked fine, and the bathroom was acceptable for this price. Also, I found the hotel corridors to be perfectly well lit and not at all creep as previous reviewers have suggested. The only negatives to the rooms were the maid service. Towels got less and less each day, bed not properly made and attempting to walk in the room at 8am despite the `Do not disturb` sign! Overall, the location and price means that its a bit of a bargain really. It has a motel feel to it, and its clear the staff do not care. This maybe due to the fact the place is looking likely to be knocked down shortly for redevelopment.. Personally I would pay another $60 a night and stay at the Doubletree Met or Novotel uptown.",negativo,1,1,1,1,1,1,0,1,alta
84067,C4594225F2534C91263C614E245C9FB8,2.0,1.0,1.0,3.0,2.0,3.0,,"“Hated it!” Stayed for 4 nights in an interior facing king. Upon arrival the doormen were totally overwhelmed and we had to drag our bags from the kerb to the front desk right ourselves right past the bell desk where again no one offered assistance. Long line to check so I did the kiosk check in which worked out OK. Then dragged the bags to the lift ourselves. Once we got to our floor our room was on the exact parallel corner and this is a big hotel. I sent my other half to the room about half way there as the carpeted hallways are tough to drag small wheeled luggage on and I had to take a break. One we got to the room it was fine. No safe so had to lock laptop in my suitcase. Did not matter what temp you set the thermostat at the room temp stayed the same. Bed was comfortable. Room on the small side. Wireless did not reliably work 2 of the 4 days I was there. Room would be made up late in the afternoon. There were lines for everything. Check in, line, Concierge, line. Buffet, line. Lifts, line. Escalators, line. Taxi, line. Starbucks, line, Check out, line. These lines could be very long. Concierge was overwhelmed and I did not know if they had confirmed my return transfer or not until the night before and I gave the request to them 2 days prior. The restaurant was marginal and overpriced. Service was sketchy. The bellmen share the same lifts with the guests and I saw one literally pin a female guest to the elevator wall with the cart. They were quick to retrieve my bags at check out but there was confusion about getting the bags in the car to get to the airport. Preserved/plastic plants on the interior ledges are an odd colour and stand out. I did go have drinks and dinner at the Park Hyatt and there is a world of difference between the Park and the Grand so if you have a chance stay at the Park. The rooms are amazing as well. The Grand is simply a glorified people warehouse for conventioneers and should be avoided unless that is what you are here to do or to burn points.",negativo,0,1,1,1,1,1,0,1,alta
100629,CED45B5F058C9D7EDCA24650D92F5E73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"“Horrible Place...” Our flight was delayed and we missed the last flight to our destination and needed a hotel room close to the airport. This one had an easter sale, but i sincerely advise you all , it is not worth to stay here. The location is not safe, there is a stripclub across it and all sorts of duboius lookiing bars around the area. The hotel itself is not safe, the doors to outside do not lock soundly , needs maintenance, and anyone can come in at night. The room is FILTHY..the toilet seat has all sorts of CRUD and SOIL on it. The lounge chair smells of urine and we dare not even walk barefoot on the carpet. One sleepless night, on the stinky bed and pillows. One lesson learned , never again trust these deals , otherwise airport would have been a better option. Same sleepless night but a cleaner bathroom.",negativo,1,0,1,1,1,1,0,0,alta
1520042,64CCB0BB7224F0C96DD6A405FC823331,1.0,1.0,1.0,,,1.0,1.0,"“Wyndham in Name ONLY” Won this hotel on Priceline, but was a little leery seeing the reviews on here. My fears started to be realized when I called on Friday, July 1 (check-in day) to confirm my reservation and the phone wasn't answered (12 rings each time) the first two times that I called. Arrived and had a 5 minute wait to check in even though neither of the two people in front of me were checking in, the staff member seemed to have trouble answering the questions and the other woman at the desk was too busy talking to another employee to help me. I finally got to check in and was given a key to a room that was already occupied! Back down to the front desk where I told the clerk that the room was occupied, and she said NOTHING for about 20 seconds, before I finally got ""I'm sorry for that"". Got to the new room and it was OK, but had problems. The room had a faintly smoky smell, and the closet had a strange, musty smell, so much that I didn't use it. The free internet is wired and very slow. Carpets are ancient and the room as a whole is in need of renovations. I left the room at 10:45 AM Saturday morning, got back to the room around 1:30 AM Sunday morning to find that it hadn't been cleaned. When I called the desk to inform them, the clerk said ""Well you probably had the DND sign out when she went by, and she didn't come back. We do have 400 rooms."" I tried to get some sleep at this point, but the people from the horror convention started roaming the halls with no regard to noise level. I again had to call the front desk 3 times before getting an answer. Eventually, the noise did stop. As the title of my review states, this property is a Wyndham in name only. A more accurate description would be Motel 6. Do not stay here unless you like disappointment.",negativo,1,1,0,0,1,1,1,0,alta
220057,2E7D3BEFC0F2B0A9FF78A9E2A8C7BCAE,2.0,2.0,3.0,3.0,1.0,3.0,2.0,"“Cheap, 2 star Sheraton” Not up to Sheraton standards. I asked what this hotel was before it became a Sheraton and was told it was a Days Inn. The lobby is nice, but the rooms are total 2 star and definitely not worth the $90 / nt we paid. And the bar closes by 10:00 PM.",negativo,0,0,0,1,1,0,0,1,alta
99281,D83CE7D54F2EE1D90DDB9450A05128D5,2.0,2.0,2.0,5.0,2.0,5.0,1.0,“Very Polite Staff But Noisy Hotel And No Late Check Out” The staff does try had and the hotel is in a very good location. However I would not stay here again. I was kept awake until 4am by the guests next door. The were not being loud or rowdy. It is just that they were awake talking in normal voices and moving around. Due to what must be very very thin walls in between rooms I could hear every word and even put in earplugs and could still hear them. I could also hear everything going on in the hallway. Due to the lack of sleep I asked for a late check out of only one hour which was denied. It was the day of New Years Eve but they had rooms left in every category on their web site. The room was tiny even for NYC but it would have been acceptable if not for the noise.,negativo,0,1,1,0,0,1,0,0,alta
